CHARACTER	KARLGREN	KARLGRENCODE	XIESHENG	PINYIN	MCH
紾	0453	e	㐱	zhěn	tsyinX
紾	0453	e	㐱	zhěn	drjenX
紿	0976	m'	台	dài	dojX
絀	0496	g	出	chù	trwit
終	1002	e	冬	zhōng	tsyuwng
絃	0366	g	玄	xián	hen
絃	0366	g	玄	xián	xwenH
組	0046	e'	且	zǔ	tsuX
絅	0842	f	冋	jiōng	khwengX
絇	0108	u	句	qú	gju
絍	0667	m	?	rèn	nyim
絍	0667	m	?	rèn	nrim
絏	0338	c	曳	xiè	sjet
結	0393	p	吉	jié	ket
絓	0879	v	圭	guà	kweaH
絖	0706	g	光	kuàng	khwangH
絘	0555	d	次	cì	tshijH
絚	0881	f	?	gēng	kong
絜	0279	d	㓞	jié	het
絜	0279	d	㓞	jié	ket
絝	0043	i	夸	kù	khuH
絞	1166	k	絞	jiǎo	kaewX
絞	1166	k	絞	jiǎo	haew
絡	0766	o	各	luò	lak
絢	0392	r	旬	xuàn	xwenH
絢	0392	r	旬	xuàn	swin
絣	0824	l	幷	bēng	peang
給	0675	p	合	gěi	kip
絪	0370	e	?	yīn	'jin
絮	0094	u	如	xù	sjoH
絮	0094	u	如	xù	trhjoH
絯	0937	n	?	gāi	koj
絯	0937	n	?	gāi	heajX
絰	0413	q	至	dié	det
統	1011	b	充	tǒng	thowngH
絲	0974	a	?	sī	si
絶	0296	a	卩	jué	dzjwet
絹	0228	f	肙	juàn	kjwienH
絺	1237	k	希	chī	trhij
絻	0222	k	免	miǎn	mjunH
絼	0372	a	?	zhěn	drinX
絿	1066	h	求	qiú	gjuw
綃	1149	l	肖	xiāo	sjew
綃	1149	l	肖	xiāo	sew
綅	0661	e	㑴	qīn	sjem
綅	0661	e	㑴	qīn	tsim
綅	0661	e	㑴	qīn	tshim
綆	0745	f	㪅	gěng	pjiengX
綆	0745	f	㪅	gěng	kaengX
綈	0591	h	弟	tí	dej
綌	0776	d	𧮫	xì	khjaek
綍	0491	f	?	fú	pjut
綏	0354	g	妥	suī	swij
綏	0354	g	妥	suī	sjwe
綏	0354	g	妥	suī	thwaX
經	0831	c	巠	jīng	keng
綖	0203	c	?	yán	yan
綜	1003	f	宗	zōng	tsowngH
綠	1208	k	彔	lǜ	ljowk
綢	1083	m	周	chóu	drjuw
綣	0226	m	卷	quǎn	khjwonH
綣	0226	m	卷	quǎn	khjwonX
綦	0952	z	其	qí	gi
綦	0952	z	其	qí	giH
綪	0812	t'	靑	qiàn	tsreang
綪	0812	t'	靑	qiàn	tshenH
綫	0155	r	戔	xiàn	sjenH
綬	1085	e	受	shòu	dzyuwX
維	0575	o	隹	wéi	ywij
綮	0588	h	啟	qǐ	khejX
綯	1047	e	匋	táo	daw
綱	0697	e	岡	gāng	kang
網	0742	a'	罔	wǎng	mjangX
綴	0295	b	叕	zhuì	trjwet
綸	0470	e	侖	lún	lwin
綺	0001	b'	奇	qǐ	khjeX
綻	1248	b	定	zhàn	dreanH
綼	0874	g	?	bì	bjit
綼	0874	g	?	bì	bjie
綼	0874	g	?	bì	bek
綼	0874	g	?	bì	bjiek
綽	1126	g	卓	chuò	tsyhak
綿	0225	a	綿	mián	mjien
緀	0592	i	妻	qī	tshej
緄	0417	f	昆	gǔn	kwonX
緅	0131	n	取	zōu	tsuw
緅	0131	n	取	zōu	tsjuH
緆	0850	l	易	xī	thejH
緆	0850	l	易	xī	sek
緇	0969	e	甾	zī	tsri
緊	0368	g	臤	jǐn	kjinX
緌	0354	e	委	ruí	nywij
緎	0929	n	?	yù	xwik
緐	0265	a	敏	fán	bjonH
緒	0045	s	者	xù	zjoX
緘	0671	i	咸	jiān	keam
線	0237	e	泉	xiàn	sjenH
緜	0225	b	緜	mián	mjien
緝	0688	b	咠	jī	tsip
緝	0688	b	咠	jī	tship
締	0877	j	帝	dì	dejH
締	0877	j	帝	dì	dej
緡	0457	x	昬	mín	minX
緡	0457	x	昬	mín	min
緣	0171	d	彖	yuán	ywenH
緣	0171	d	彖	yuán	ywen
緤	0339	m	枼	xiè	sjet
緦	0973	b	思	sī	si
緧	1096	p	酋	qiū	tshjuw
編	0246	e	扁	biān	pjien
編	0246	e	扁	biān	pen
編	0246	e	扁	biān	benX
緩	0255	l	爰	huǎn	hwanX
緪	0881	g	恆	gēng	kongH
緫	1199	j	?	cōng	tsuwngX
緫	1199	j	?	cōng	tsuwng
緬	0223	d	面	miǎn	mjienX
緯	0571	m	韋	wěi	hjwɨjX
緯	0571	m	韋	wěi	hjwɨjH
緳	0279	k	?	xié	khet
緳	0279	k	?	xié	het
練	0185	i	柬	liàn	lenH
緹	0866	j	是	tí	thegX
緹	0866	j	是	tí	dej
緼	0426	f	𥁕	yùn	'junX
緼	0426	f	𥁕	yùn	'won
緼	0426	f	𥁕	yùn	'junH
緼	0426	f	𥁕	yùn	'jun
縈	0843	h	熒	yíng	'jwieng
縉	0378	g	㬜	jìn	tsinH
縊	0849	g	益	yì	'jieH
縊	0849	g	益	yì	'ejH
縋	0543	h	追	zhuì	drjweH
縏	0182	h	?	pán	ban
縐	0132	f	芻	zhòu	tsrjuwH
縓	1249	a	原	quán	tshjwenH
縓	1249	a	原	quán	tshjwen
縗	0355	e	衰	cuī	tshwoj
縛	0771	m	尃	fù	bjak
縜	0227	f	員	yún	hwin
縝	0375	c	?	chēn	tsyin
縝	0375	c	?	chēn	tsyinX
縞	1129	h	高	gǎo	kawX
縟	1223	c	辱	rù	nyowk
縠	1226	k	𣪊	hú	huwk
縢	0893	t	𦨶	téng	dong
縣	0248	a	縣	xiàn	hwenH
縣	0248	a	縣	xiàn	hwen
縪	0407	k	畢	bì	pjit
縫	1197	x	逢	fèng	bjowngH
縫	1197	x	逢	fèng	bjowng
縭	0023	d	离	lí	lje
縮	1029	c	宿	suō	srjuwk
縰	0871	h	?	xǐ	srjeX
縱	1191	h	從	zòng	tsjowngH
縱	1191	h	從	zòng	tsuwngX
縲	0577	s	累	léi	lwij
縳	0231	j	專	juàn	drjwenX
縵	0266	k	曼	màn	manH
縶	0685	f	𡙕	zhí	trip
縷	0123	h	婁	lǚ	ljuX
縹	1157	j	𤐫	piǎo	phjiewX
總	1199	i	悤	zǒng	tsuwngX
績	0868	v	責	jī	tsek
繁	0265	b	敏	fán	ban
繁	0265	b	敏	fán	bjon
繂	0498	-	?	lǜ	lwit
繃	0886	o	崩	běng	peang
繄	0589	e	殹	yī	'ej
繅	1169	d	巢	sāo	saw
繆	1069	l	翏	móu	mjiw
繇	1144	n	?	yáo	drjuwH
繇	1144	n	?	yáo	yew
繈	0713	c	?	qiǎng	kjangX
繐	0533	i	惠	suì	sjwejH
繑	1138	p	喬	qiāo	khjew
繒	0884	h	曾	zēng	tsong
繒	0884	h	曾	zēng	dzing
織	0920	f	戠	zhī	tsyik
織	0920	f	戠	zhī	tsyiH
繕	0205	f	善	shàn	dzyenH
繘	0507	h	矞	yù	kjwit
繘	0507	h	矞	yù	ywit
繙	0195	h	番	fān	phjon
繙	0195	h	番	fān	bjon
繚	1151	g	𤊽	liáo	lewX
繚	1151	g	𤊽	liáo	ljewX
繜	0430	m	尊	zūn	tswon
繞	1164	k	堯	rào	nyewH
繞	1164	k	堯	rào	nyewX
繟	0147	v	單	chǎn	tsyhenX
繠	1238	j	繠	ruǐ	nywijX
繠	1238	j	繠	ruǐ	nyweX
繡	1028	e	肅	xiù	sjuwH
繢	0540	e	䝿	huì	hwojH
繣	0847	e	?	huà	hweaH
繣	0847	e	?	huà	xweak
繩	0892	b	黽	shéng	zying
繩	0892	b	黽	shéng	yingH
繪	0321	k	會	huì	hwajH
繫	0854	d	?	xì	kejH
繫	0854	d	?	xì	hejH
繭	1250	a	繭	jiǎn	kenX
繯	0256	q	瞏	huán	hwenX
繰	1134	i	喿	zǎo	tsawX
繲	0861	c	?	xiè	keaH
繳	1258	e	?	jiǎo	tsyak
繶	0957	h	?	yì	'ik
繹	0790	e	𥇡	yì	yek
繻	0134	b	需	xū	nyu
繻	0134	b	需	xū	sju
繼	1241	b	㡭	jì	kejH
繽	0389	l	賓	bīn	phjin
繾	0196	e	遣	qiǎn	khjenX
纁	0461	h	熏	xūn	xjun
纂	0174	d	算	zuǎn	tswanX
纆	0904	f	?	mò	mok
纇	0529	b	頪	lèi	lwojH
纊	0707	p	廣	kuàng	khwangH
纋	1071	g	?	yōu	'juw
續	1023	u	𧶠	xù	zjowk
纍	0577	f	畾	léi	lwij
纏	0204	c	廛	chán	drjen
纑	0069	o	盧	lú	lu
纓	0814	e	嬰	yīng	'jieng
纕	0730	b	襄	rǎng	sjang
纖	0620	e	韱	xiān	sjem
纘	0153	f	贊	zuǎn	tswanX
纚	0878	g	麗	lí	sreaX
纚	0878	g	麗	lí	srjeX
纚	0878	g	麗	lí	lje
纛	1016	b	毒	dào	dawH
纛	1016	b	毒	dào	dowk
缶	1107	a	缶	fǒu	pjuwX
缺	0312	h	叏	quē	khwet
缺	0312	h	叏	quē	khjwiet
缾	0824	i	幷	píng	beng
罄	0832	d	殸	qìng	khengH
罋	1184	o	?	wèng	'jowng
罋	1184	o	?	wèng	'jowngH
罌	0814	h	賏	yīng	'eang
罍	0577	l	畾	léi	lwoj
网	0744	a	罔	wǎng	mjangX
罔	0742	l	亾	wǎng	mjangX
罕	0139	f'	干	hǎn	xanX
罘	0999	h	不	fú	bjuw
罛	0041	d	瓜	gū	ku
罜	0129	b	主	zhǔ	tsyuH
罝	0046	h	且	jū	tsjae
罟	0049	m	古	gǔ	kuX
罦	1233	j	孚	fú	phju
罩	1126	i	卓	zhào	traewH
罪	0513	a	非	zuì	dzwojX
罭	0929	j	或	yù	hwik
置	0919	g	直	zhì	triH
罰	0308	a	罰	fá	bjot
署	0045	r	者	shǔ	dzyoH
罵	0040	h	馬	mà	maeH
罵	0040	h	馬	mà	maeX
罶	1114	x	畱	liǔ	ljuwX
罷	0026	a	𦋼	bà	beaX
罷	0026	a	𦋼	bà	bje
罹	0024	a	𦌴	lí	lje
罻	0525	e	尉	wèi	'jwɨjH
罼	0407	d	?	bì	pjit
罽	0284	-	㓹	jì	kjejH
罾	0884	f	曾	zēng	tsong
罿	1188	c'	童	chōng	duwng
罿	1188	c'	童	chōng	tsyhowng
羅	0006	a	𦌴	luó	la
羆	0026	b	罷	pí	pje
羇	0001	a'	??	jī	kje
羈	1238	a	𦌭	jī	kje
羊	0732	a	羊	yáng	yang
羌	0712	a	羊	qiāng	khjang
美	0568	a	美	měi	mijX
羑	0993	f	久	yǒu	yuwX
羔	1244	a	羊	gāo	kaw
羕	0732	k	𦍌	yàng	yangH
羖	0051	b	殳	gǔ	kuX
羜	0084	f	宁	zhù	drjoX
羝	0590	h	氐	dī	tej
羞	1076	h	丑	xiū	sjuw
羣	0459	d	君	qún	gjun
羨	0207	a	㳄	xiàn	yen
羨	0207	a	㳄	xiàn	dzjenH
羨	0207	a	㳄	xiàn	zjenH
義	0002	r	義	yì	ngjeH
羭	0125	k	兪	yú	yu
羲	0002	y	義	xī	xje
羴	0148	-	羴	shān	syen
羵	0437	p	?	fén	bjun
羶	0148	q	亶	shān	syen
羸	0014	c	𣎆	léi	ljwe
羹	0747	a	羔	gēng	kaeng
羽	0098	a	𦏲	yǔ	hjuX
翂	0471	f	?	fēn	pjun
翅	0864	e	支	chì	syeH
翏	1069	a	翏	liù	ljewH
翏	1069	a	翏	liù	ljiwH
翏	1069	a	翏	liù	ljuwH
翐	0402	h	?	zhì	drit
習	0690	a	白	xí	zip
翔	0732	p	羊	xiáng	zjang
翕	0675	q	合	xī	xip
翛	1077	l	?	xiāo	syuwk
翛	1077	l	?	xiāo	sew
翟	1124	a	翟	dí	dek
翠	0490	i	卒	cuì	tshwijH
翡	0579	p	非	fěi	bjɨjH
翣	0635	g	妾	shà	sraep
翦	0245	i	𣦃	jiǎn	tsjenX
翨	0866	f	是	chì	syeH
翨	0866	f	是	chì	kjieH
翩	0246	k	扁	piān	phjien
翫	0257	l	元	wán	ngwanH
翬	0458	n	軍	huī	xjwɨjH
翭	0113	h	矦	hóu	huw
翮	0855	g	鬲	hé	heak
翯	1129	v	高	hè	xaewk
翯	1129	v	高	hè	haewk
翰	0140	f	倝	hàn	hanH
翳	0589	f	殹	yì	'ej
翳	0589	f	殹	yì	'ejH
翶	1040	h	?	ao	ngaw
翹	1164	h	堯	qiào	gjiew
翼	0954	d	異	yì	yik
翽	0346	g	歲	huì	xwajH
翾	0256	a'	瞏	xuān	xjwien
翿	1090	z	壽	dào	dawH
翿	1090	z	壽	dào	daw
耀	1124	k	翟	yào	yewH
老	1055	a	老	lǎo	lawX
考	1041	d	丂	kǎo	khawX
者	0045	a	𣥏	zhě	tsyaeX
耆	0552	l	旨	qí	gij
耆	0552	l	旨	qí	tsyijX
耇	0108	f	句	gǒu	kuwX
耊	0413	r	至	diè	det
而	0982	a	而	ér	nyi
耎	0238	a	而	ruǎn	nywenX
耐	0982	h	耐	nài	nojH
耑	0168	a	耑	duān	twan
耒	0578	a	耒	lěi	lwojH
耒	0578	a	耒	lěi	lwijH
耔	0964	m	?	zǐ	tsiX
耕	0808	a	井	gēng	keang
耗	1137	k	毛	hào	xawH
耘	0460	e	云	yún	hjun
耙	0039	e	巴	bà	bae
耙	0039	e	巴	bà	baeH
耜	0976	k	㠯	sì	ziX
耟	0095	o	?	jù	gjoX
耡	0046	o'	助	chú	dzrjoH
耡	0046	o'	助	chú	dzrjo
耤	0798	i	㫺	jí	dzjek
耦	0124	o	禺	ǒu	nguwX
耨	1223	f	辱	nòu	nuwH
耰	1071	h	?	yōu	'juw
耳	0981	a	耳	ěr	nyiX
耴	0632	a	?	yì	trjep
耶	0047	b	牙	yé	yae
耼	0622	n	冄	dān	nam
耼	0622	n	冄	dān	tham
耽	0656	l	冘	dān	tom
耿	0809	a	火	gěng	keangX
聃	0622	m	?	dān	nam
聃	0622	m	?	dān	tham
聊	1114	u	戼	liáo	lew
聏	0982	d	?	ér	nyi
聒	0302	j	𠯑	guā	kwat
聖	0835	z	聖	shèng	syengH
聘	0839	d	甹	pìn	pjiengH
聚	0131	k	取	jù	dzjuH
聚	0131	k	取	jù	dzjuX
聝	0929	v	或	guó	kweak
聞	0441	f	門	wén	mjunH
聞	0441	f	門	wén	mjun
聯	0214	a	聯	lián	ljen
聰	1199	f	悤	cōng	tshuwng
聲	0822	a	殸	shēng	syeng
聳	1191	j	從	sǒng	sjowngX
聵	0540	p	䝿	kuì	ngweajH
聶	0638	a	聶	niè	nrjep
聶	0638	a	聶	niè	tsyep
職	0920	g	戠	zhí	tsyik
聽	0835	d'	𡈼	tīng	thengH
聽	0835	d'	𡈼	tīng	theng
聾	1193	m	龍	lóng	luwng
聿	0502	a	聿	yù	ywit
肂	0509	o	?	sì	sijH
肂	0509	o	?	sì	yijH
肄	0509	g	㣇	yì	yijH
肅	1028	a	聿	sù	sjuwk
肆	0509	h	??	sì	sijH
肇	1146	a	肈	zhào	drjewX
肉	1033	a	肉	ròu	nyuwH
肉	1033	a	肉	ròu	nyuwk
肌	0602	d	几	jī	kij
肎	0882	a	肎	kěn	khongX
肓	0742	y	亡	huāng	xwang
肕	0456	e	?	rèn	nyinH
肖	1149	g	小	xiào	sjew
肖	1149	g	小	xiào	sjewH
肘	1073	a	寸	zhǒu	trjuwX
肙	0228	a	肙	yuàn	'wen
肚	0062	-	土	dù	duX
肚	0062	-	土	dù	tuX
肜	1008	a	?	róng	yuwng
肝	0139	l	干	gān	ka
股	0051	a	羖	gǔ	kuX
肢	0864	c	支	zhī	tsye
肥	0582		巴	féi	bjɨj
肦	0471	y	?	fén	paen
肦	0471	y	?	fén	bjun
肩	0240	a	𦙪	jiān	hen
肩	0240	a	𦙪	jiān	hon
肩	0240	a	𦙪	jiān	ken
肫	0427	m	屯	zhūn	dzywin
肫	0427	m	屯	zhūn	tsywin
肬	0996	f	尤	yóu	hjuw
肯	0882	b	肎	kěn	khongX
肱	0887	f	厷	gōng	kwong
育	1020	a	肉	yù	yuwk
肴	1167	d	爻	yáo	haew
肵	0443	n	?	qí	gjɨj
肺	0501	g	巿	fèi	phajH
肺	0501	g	巿	fèi	bajH
肺	0501	g	巿	fèi	phjojH
胃	0523	a	𦞅	wèi	hjwɨjH
胄	1079	h	由	zhòu	drjuwH
胈	0276	f	?	bá	pat
胉	0782	q	?	bó	phak
胊	0108	v	句	qú	gju
背	0909	e	北	bèi	bwojH
背	0909	e	北	bèi	pwojH
胎	0976	h'	台	tāi	thoj
胏	0554	g	?	zǐ	tsrijX
胐	0530	a	?	kū	phwot
胐	0530	a	?	kū	phjɨjX
胑	0865	b	只	zhī	tsye
胔	0358	r	?	zì	dzjeH
胕	0136	o	?	fǔ	bjuH
胖	0181	h	半	pàng	ban
胖	0181	h	半	pàng	phanH
胙	0806	i	乍	zuò	dzuH
胝	0590	k	氐	zhī	trij
胞	1113	b	包	bāo	paew
胞	1113	b	包	bāo	phaew
胠	0642	g	去	qū	khjo
胠	0642	g	去	qū	khjaep
胡	0049	a'	古	hú	hu
胣	0004	g'	?	chǐ	yeX
胤	0451	a	胤	yìn	yinH
胥	0090	e	疋	xū	sjo
胲	0937	o	亥	hǎi	koj
胳	0766	d	各	gē	kaek
胳	0766	d	各	gē	kak
胷	1183	e	?	xiōng	xjowng
胸	1183	f	匈	xiōng	xjowng
胹	0982	e	而	ér	nyi
胼	0824	p	幷	pián	ben
能	0885	a	能	néng	nong
能	0885	a	能	néng	noj
胾	0943	d'	𢦒	zì	tsriH
脀	0896	j	丞	chéng	tsying
脂	0552	g	旨	zhī	tsyij
脃	0296	c	絕	cuì	tshjwejH
脄	0950	c	?	méi	mwoj
脄	0950	c	?	méi	mwojH
脅	0639	e	劦	xié	xjaep
脆	0296	d	絕	cuì	tshjwejH
脈	0848	a	派	mài	meak
脉	0848	b	派	mài	meak
脊	0852	a	?	jí	tsjek
脊	0852	a	?	jí	dzjek
脕	0222	i	?	wàn	mjonX
脗	0503	q	?	wěn	minX
脗	0503	q	?	wěn	mjunX
脚	0776	h	却	jiǎo	kjak
脛	0831	k	巠	jìng	hengH
脞	0012	f	?	cuǒ	tshwaX
脡	0835	q	?	tǐng	thengX
脢	0947	m	每	méi	mwoj
脢	0947	m	每	méi	mwojH
脣	0455	u	辰	chún	zywin
脤	0455	l	?	shèn	dzyinX
脩	1077	e	攸	xiū	yuwX
脩	1077	e	攸	xiū	sjuw
脩	1077	e	攸	xiū	yuw
脫	0324	m	兌	tuō	thwat
脫	0324	m	兌	tuō	dwat
脫	0324	m	兌	tuō	dwajH
脯	0102	r	甫	pú	pjuX
脰	0118	d	豆	dòu	duwH
脾	0874	h	卑	pí	bjie
腆	0476	d	典	tiǎn	thenX
腊	0798	g	巤	là	sjek
腋	0800	m	夜	yè	yek
腍	0670	e	?	rèn	nyimX
腎	0368	h	臤	shèn	dzyinX
腐	0136	n	府	fǔ	bjuX
腒	0049	u'	居	jū	gjo
腒	0049	u'	居	jū	kjo
腓	0579	q	非	féi	bjɨj
腕	0260	n	宛	wàn	'wanH
腛	1204	h	?	wò	'aewk
腞	0171	h	?	zhuàn	trhjwenX
腠	1229	c	?	còu	tshuwH
腢	0124	j	?	ǒu	ngju
腢	0124	j	?	ǒu	ngjuwX
腥	0812	a'	星	xīng	sengH
腥	0812	a'	星	xīng	seng
腦	1244	f	匘	nǎo	nawX
腫	1188	e	重	zhǒng	tsyowngX
腯	0465	g	盾	tú	dwot
腰	1142	b	要	yāo	'jiew
腱	0249	f	建	jiàn	kjon
腱	0249	f	建	jiàn	gjonH
腳	0776	g	卻	jiǎo	kjak
腴	0126	e	臾	yú	yu
腶	0172	d	?	duàn	twanH
腸	0720	y	昜	cháng	drjang
腹	1034	h	复	fù	pjuwk
膂	0077	e	旅	lǚ	ljoX
膇	0543	i	?	zhuì	drjweH
膈	0855	e	鬲	gé	keak
膉	0849	d	?	yì	'jiek
膊	0771	l	尃	bó	phak
膋	1135	b	勞	liáo	lew
膌	0852	d	𦟝	jí	dzjek
膍	0566	f'	𣬉	pí	bej
膍	0566	f'	𣬉	pí	bjij
膏	1129	i	高	gāo	kaw
膏	1129	i	高	gāo	kawH
膕	0929	s	國	guó	kweak
膚	0069	g	盧	fū	pju
膜	0802	k	莫	mó	mu
膝	0401	c	桼	xī	sit
膞	0231	k	專	zhuān	dzywenX
膞	0231	k	專	zhuān	tsywinX
膞	0231	k	專	zhuān	dzywin
膞	0231	k	專	zhuān	dzywen
膟	0498	h	率	lǜ	lwit
膠	1069	s	翏	jiāo	kaew
膠	1069	s	翏	jiāo	kaewX
膢	0123	c	婁	lǘ	luw
膢	0123	c	婁	lǘ	lju
膩	0564	j	貳	nì	nrijH
膫	1151	p	尞	liáo	lew
膬	0345	c	毳	cuì	tshjwet
膮	1164	g	堯	xiāo	xewX
膮	1164	g	堯	xiāo	xew
膰	0195	k	番	fán	bjon
膱	0920	i	?	zhí	tsyik
膳	0205	d	善	shàn	dzyenH
膴	0103	o	𣞤	hū	mju
膴	0103	o	𣞤	hū	xu
膴	0103	o	𣞤	hū	xjuX
膷	0714	l	?	xiāng	xjang
膺	0890	e	𨿳	yīng	'ing
膻	0148	r	亶	shān	syen
膽	0619	l	詹	dǎn	tamX
膾	0321	g	會	kuài	kwajH
膿	1005	h	農	nóng	nowng
臀	0429	c	殿	tún	dwon
臂	0853	s	辟	bì	pjieH
臄	0803	h	豦	jué	gjak
臅	1224	f	?	chù	tsyhowk
臆	0957	i	意	yì	'ik
臇	0235	b	雋	juǎn	tsjwenX
臊	1134	e	喿	sāo	saw
臋	0429	b	?	tún	dwon
臍	0593	f	齊	qí	dzej
臏	0389	r	?	bìn	binX
臐	0461	i	?	xūn	xjun
臑	0134	h	需	nào	nyu
臘	0637	j	巤	là	lap
臚	0069	r	盧	lú	ljo
臛	0775	f	?	huò	xowk
臝	0351	i	?	luǒ	lwaX
臞	0096	h	瞿	qú	gjuH
臞	0096	h	瞿	qú	gju
臠	0178	i	䜌	luán	ljwenX
臡	0152	l	?	ní	nej
臡	0152	l	?	ní	na
臣	0377	a	臣	chén	dzyin
臤	0368	a	又	qiān	hen
臤	0368	a	又	qiān	khanH
臤	0368	a	又	qiān	kheang
臤	0368	a	又	qiān	khjinH
臤	0368	a	又	qiān	khean
臥	0009	a	臥	wò	ngwaH
臧	0727	f'	戕	zāng	tsang
臨	0669	e	品	lín	limH
臨	0669	e	品	lín	lim
自	1237	-	自	zì	dzijH
臬	0285	a	自	niè	nget
臭	1088	a	臭	chòu	tsyhuwH
臱	0224	a	𦤝	mián	mjien
臲	0285	d	?	niè	nget
至	0413	a	至	zhì	tsyijH
致	0413	d	至	zhì	trijH
臸	0414	a	臸	zhī	nyit
臺	0939	a	㞢	tái	doj
臻	0380	h	秦	zhēn	tsrin
臼	1067	a	臼	jiù	gjuwX
臽	0672	a	臽	xiàn	heamH
臾	0126	a	臾	yú	yu
臿	0631	a	?	chā	tsrheap
舀	1078	a	舀	yǎo	yuwX
舀	1078	a	舀	yǎo	yuw
舀	1078	a	舀	yǎo	yewX
舁	0089	a	舁	yú	yoX
舂	1192	a	𦥽	chōng	syowng
舄	0799	a	舄	xì	tshjak
舄	0799	a	舄	xì	sjek
舅	1067	b	臼	jiù	gjuwX
與	0089	b	舁	yǔ	yo
與	0089	b	舁	yǔ	yoH
與	0089	b	舁	yǔ	yoX
興	0889	a	興	xìng	xing
興	0889	a	興	xìng	xingH
舉	0075	a	擧	jǔ	kjoX
舊	1067	c	臼	jiù	gjuwH
舌	0302	f	舌	shé	kwat
舌	0288	a	舌	shé	zyet
舍	0048	a	舍	shě	syaeX
舍	0048	a	舍	shě	syaeH
舐	0867	f	氏	shì	zyeX
舒	0083	k	舎	shū	syo
舛	0233	a	舛	chuǎn	tsyhwenX
舜	0469	a	䑞	shùn	sywinH
舝	0282	a	𥝁	xiá	haet
舞	0103	g	𣞤	wǔ	mjuX
舟	1084	a	舟	zhōu	tsyuw
舫	0740	g	方	fǎng	pangH
舫	0740	g	方	fǎng	pjangH
般	0182	a	般	bān	ban
般	0182	a	般	bān	pan
舲	0823	n	?	líng	leng
舵	0004	-	它	duò	da
船	0229	e	㕣	chuán	zywen
艅	0082	i	余	yú	yo
艮	0416	a	𥃩	gěn	konH
良	0735	a	??	liáng	ljang
艱	0480	c	𡎸	jiān	kean
色	0927	a	色	sè	srik
艴	0500	p	弗	fú	bwot
艴	0500	p	弗	fú	phjut
艸	1052	c	艸	cǎo	tshawX
艽	0992	s	九	jiāo	gjuw
艾	0347	c	乂	ài	ngjojH
艾	0347	c	乂	ài	ngajH
艿	0945	g	乃	nǎi	nying
芃	0625	b	凡	péng	buwng
芄	0163	d	丸	wán	hwan
芊	0365	f	千	qiān	tshen
芋	0097	o	于	yù	hjuH
芐	0035	d	下	hù	huX
芐	0035	d	下	hù	haeH
芑	0953	q	己	qǐ	khiX
芒	0742	k	亾	máng	mjang
芒	0742	k	亾	máng	xwangX
芒	0742	k	亾	máng	mang
芒	0742	k	亾	máng	xwang
芘	0566	z	比	pí	bjij
芙	0101	h	夫	fú	bju
芚	0427	f	?	tún	dwon
芝	0962	c	之	zhī	tsyi
芟	0610	a	芟	shān	sraem
芡	0624	c	欠	qiàn	gjemX
芡	0624	c	欠	qiàn	gjaemH
芡	0624	c	欠	qiàn	gjemH
芣	0999	i	不	fú	bjuw
芥	0327	j	介	jiè	keajH
芥	0327	j	介	jiè	kaejH
芧	0083	i	予	xù	zjoX
芩	0651	o	今	qín	gim
芫	0257	d	元	yán	ngjwon
芬	0471	i	分	fēn	phjun
芭	0039	c	巴	bā	pae
芮	0695	q	內	ruì	nywejH
芰	0864	l	支	jì	gjeH
花	0044	-	化	huā	xwae
芳	0740	s	方	fāng	phjang
芴	0503	j	勿	wù	xwot
芴	0503	j	勿	wù	mjut
芷	0961	j	?	zhǐ	tsyiX
芸	0460	f	蓺	yún	hjunH
芸	0460	f	蓺	yún	hjun
芹	0443	f	斤	qín	gjɨn
芻	0132	a	芻	chú	tsrhju
芼	1137	g	毛	mào	mawH
芽	0037	d	牙	yá	ngae
芾	0501	c	?	fèi	pjɨjH
芾	0501	c	?	fèi	pajH
芿	0945	h	?	rèng	nying
苑	0260	d	夗	yuàn	hjunX
苑	0260	d	夗	yuàn	'jwonX
苑	0260	d	夗	yuàn	'jut
苓	0823	o	令	líng	leng
苕	1131	d'	召	sháo	dew
苗	1159	a	苗	miáo	mjew
苙	0694	g	立	lì	gip
苙	0694	g	立	lì	lip
苛	0001	i	可	kē	ha
苞	1113	c	包	bāo	bjewX
苞	1113	c	包	bāo	paew
苟	0108	h	句	jì	kuwX
苡	0976	g	以	yǐ	yiX
苢	0976	f	㠯	yǐ	yiX
若	0777	a	若	ruò	nyak
若	0777	a	若	ruò	nyaX
苦	0049	u	古	kǔ	khuX
苦	0049	u	古	kǔ	kuX
苫	0618	i	占	shān	syemH
苫	0618	i	占	shān	syem
英	0718	k	央	yīng	'jaeng
苴	0046	t	且	jū	tsraeX
苴	0046	t	且	jū	tsjo
苴	0046	t	且	jū	tshjo
苶	1255	e	?	nié	nep
苹	0825	c	平	píng	bjaeng
苹	0825	c	平	píng	beng
苽	0041	e	瓜	gū	ku
苾	0405	g	必	bì	bet
苾	0405	g	必	bì	bjit
茀	0500	k	弗	fú	phjut
茀	0500	k	弗	fú	pjut
茁	0496	j	茁	zhuó	tsrweat
茁	0496	j	茁	zhuó	tsrjwet
茂	1231	f	戊	mào	muwH
范	0626	e	笵	fàn	bjomX
茅	1109	c	矛	máo	maew
茆	1114	f	戼	máo	maewX
茆	1114	f	戼	máo	ljuwX
茇	0276	g	犮	bá	pat
茇	0276	g	犮	bá	bat
茙	1013	e	?	róng	nyuwng
茝	0960	i	𦣞	chǎi	tsyiX
